,OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityEndDate,ActivityEndTime/Time,ActivityEndTime/TimeZoneCode,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure/MeasureValue,ActivityTopDepthHeightMeasure/MeasureUnitCode,ActivityBottomDepthHeightMeasure/MeasureValue,ActivityBottomDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,ActivityConductingOrganizationText,staid,ActivityCommentText,SampleAquifer,HydrologicCondition,HydrologicEvent,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionEquipmentName,ResultDetectionConditionText,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,PrecisionValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,SubjectTaxonomicName,SampleTissueAnatomyName,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,MethodDescriptionText,LaboratoryName,AnalysisStartDate,ResultLaboratoryCommentText,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,PreparationStartDate,ProviderName,datetime,ValueAndUnits,agency_cd,station_nm,site_tp_cd,lat_va,long_va,dec_lat_va,dec_long_va,coord_meth_cd,coord_acy_cd,coord_datum_cd,dec_coord_datum_cd,district_cd,state_cd,county_cd,country_cd,land_net_ds,map_nm,map_scale_fc,alt_va,alt_meth_cd,alt_acy_va,alt_datum_cd,huc_cd,basin_cd,topo_cd,instruments_cd,construction_dt,inventory_dt,drain_area_va,contrib_drain_area_va,tz_cd,local_time_fg,reliability_cd,gw_file_cd,nat_aqfr_cd,aqfr_cd,aqfr_type_cd,well_depth_va,hole_depth_va,depth_src_cd,project_no
611,USGS-WY,USGS Wyoming Water Science Center,nwiswy.01.02000226,Quality Control Sample-Field Replicate,Water,Groundwater,2020-05-19,09:40:00,MDT,,,,60.0,feet,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-433641110441501,,,Not applicable,Not applicable,4047,USGS parameter code 82398,Submersible gear pump,Submersible gear pump,,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",Dissolved,0.36,mg/l,,Accepted,,Actual,,,,,,,p62854,,,,,,CL063,USGS,"Nutrients, wf, FCC,persulfate,CF",USGS WRI 03-4174,"USGS-National Water Quality Lab, Denver, CO",2020-06-02,,Detection limit by DQCALC,0.05,mg/l,,NWIS,2020-05-19 09:40:00,0.36 mg/l,USGS,42-116-11cdc01 JH-DI1,GW,433642.6,1104414.0,43.6118333,-110.7372222,G,S,NAD83,NAD83,56,56,39,US,SWSESWS11 T42N  R116W 6,GROS VENTRE JUNCTION,24000,6409.59,L,0.1,NAVD88,17040101,,T,NNNNNNNNNNNNNNNNYNNNNNNNNNNNNN,20120717.0,20120723,,,MST,Y,C,YYY  Y,N100ALLUVL,111TRRC,U,70.0,70.0,S,DEF00
622,USGS-WY,USGS Wyoming Water Science Center,nwiswy.01.02000226,Quality Control Sample-Field Replicate,Water,Groundwater,2020-05-19,09:40:00,MDT,,,,60.0,feet,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-433641110441501,,,Not applicable,Not applicable,4047,USGS parameter code 82398,Submersible gear pump,Submersible gear pump,,Bromide,Dissolved,0.01,mg/l,,Accepted,,Actual,,,,,,,p71870,,,,,,IC027,USGS,New ion chromatography method,"USGS TWRI 5-A1/1989, p 523","USGS-National Water Quality Lab, Denver, CO",2020-05-29,below the reporting level but at or above the detection level,Detection limit by DQCALC,0.01,mg/l,,NWIS,2020-05-19 09:40:00,0.01 mg/l,USGS,42-116-11cdc01 JH-DI1,GW,433642.6,1104414.0,43.6118333,-110.7372222,G,S,NAD83,NAD83,56,56,39,US,SWSESWS11 T42N  R116W 6,GROS VENTRE JUNCTION,24000,6409.59,L,0.1,NAVD88,17040101,,T,NNNNNNNNNNNNNNNNYNNNNNNNNNNNNN,20120717.0,20120723,,,MST,Y,C,YYY  Y,N100ALLUVL,111TRRC,U,70.0,70.0,S,DEF00
613,USGS-WY,USGS Wyoming Water Science Center,nwiswy.01.02000226,Quality Control Sample-Field Replicate,Water,Groundwater,2020-05-19,09:40:00,MDT,,,,60.0,feet,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-433641110441501,,,Not applicable,Not applicable,4047,USGS parameter code 82398,Submersible gear pump,Submersible gear pump,Not Detected,4-Methyl-1H-benzotriazole,Recoverable,,,,Accepted,,Actual,,,,,,,p63120,,,,,,,,,,"State Laboratory of Hygiene, Wisconsin",,,Historical Lower Reporting Limit,0.35,ug/l,,NWIS,2020-05-19 09:40:00,No Value,USGS,42-116-11cdc01 JH-DI1,GW,433642.6,1104414.0,43.6118333,-110.7372222,G,S,NAD83,NAD83,56,56,39,US,SWSESWS11 T42N  R116W 6,GROS VENTRE JUNCTION,24000,6409.59,L,0.1,NAVD88,17040101,,T,NNNNNNNNNNNNNNNNYNNNNNNNNNNNNN,20120717.0,20120723,,,MST,Y,C,YYY  Y,N100ALLUVL,111TRRC,U,70.0,70.0,S,DEF00
614,USGS-WY,USGS Wyoming Water Science Center,nwiswy.01.02000226,Quality Control Sample-Field Replicate,Water,Groundwater,2020-05-19,09:40:00,MDT,,,,60.0,feet,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-433641110441501,,,Not applicable,Not applicable,4047,USGS parameter code 82398,Submersible gear pump,Submersible gear pump,,Turbidity,Total,1.8,NTRU,,Accepted,,Actual,,,,,,,p63676,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,NWIS,2020-05-19 09:40:00,1.8 NTRU,USGS,42-116-11cdc01 JH-DI1,GW,433642.6,1104414.0,43.6118333,-110.7372222,G,S,NAD83,NAD83,56,56,39,US,SWSESWS11 T42N  R116W 6,GROS VENTRE JUNCTION,24000,6409.59,L,0.1,NAVD88,17040101,,T,NNNNNNNNNNNNNNNNYNNNNNNNNNNNNN,20120717.0,20120723,,,MST,Y,C,YYY  Y,N100ALLUVL,111TRRC,U,70.0,70.0,S,DEF00
615,USGS-WY,USGS Wyoming Water Science Center,nwiswy.01.02000226,Quality Control Sample-Field Replicate,Water,Groundwater,2020-05-19,09:40:00,MDT,,,,60.0,feet,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-433641110441501,,,Not applicable,Not applicable,4047,USGS parameter code 82398,Submersible gear pump,Submersible gear pump,Not Detected,"1,2,3-Benzotriazole",Total,,,,Accepted,,Actual,,,,,,,p68282,,,,,,,,,,"State Laboratory of Hygiene, Wisconsin",,,Historical Lower Reporting Limit,0.25,ug/l,,NWIS,2020-05-19 09:40:00,No Value,USGS,42-116-11cdc01 JH-DI1,GW,433642.6,1104414.0,43.6118333,-110.7372222,G,S,NAD83,NAD83,56,56,39,US,SWSESWS11 T42N  R116W 6,GROS VENTRE JUNCTION,24000,6409.59,L,0.1,NAVD88,17040101,,T,NNNNNNNNNNNNNNNNYNNNNNNNNNNNNN,20120717.0,20120723,,,MST,Y,C,YYY  Y,N100ALLUVL,111TRRC,U,70.0,70.0,S,DEF00
616,USGS-WY,USGS Wyoming Water Science Center,nwiswy.01.02000226,Quality Control Sample-Field Replicate,Water,Groundwater,2020-05-19,09:40:00,MDT,,,,60.0,feet,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-433641110441501,,,Not applicable,Not applicable,4047,USGS parameter code 82398,Submersible gear pump,Submersible gear pump,,Total dissolved solids,Dissolved,144.0,mg/l,,Accepted,,Actual,,,180 deg C,,,,p70300,,,,,,ROE10,USGS,"ROE, wf, 180C, by weight (NWQL)","USGS TWRI 5-A1/1989, p 437","USGS-National Water Quality Lab, Denver, CO",2020-05-29,sample was diluted,Lower Reporting Limit,20.0,mg/l,,NWIS,2020-05-19 09:40:00,144.0 mg/l,USGS,42-116-11cdc01 JH-DI1,GW,433642.6,1104414.0,43.6118333,-110.7372222,G,S,NAD83,NAD83,56,56,39,US,SWSESWS11 T42N  R116W 6,GROS VENTRE JUNCTION,24000,6409.59,L,0.1,NAVD88,17040101,,T,NNNNNNNNNNNNNNNNYNNNNNNNNNNNNN,20120717.0,20120723,,,MST,Y,C,YYY  Y,N100ALLUVL,111TRRC,U,70.0,70.0,S,DEF00
617,USGS-WY,USGS Wyoming Water Science Center,nwiswy.01.02000226,Quality Control Sample-Field Replicate,Water,Groundwater,2020-05-19,09:40:00,MDT,,,,60.0,feet,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-433641110441501,,,Not applicable,Not applicable,4047,USGS parameter code 82398,Submersible gear pump,Submersible gear pump,,Total dissolved solids,Dissolved,148.0,mg/l,,Accepted,,Actual,,,,,,,p70301,,,,,,ALGOR,USGS,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,NWIS,2020-05-19 09:40:00,148.0 mg/l,USGS,42-116-11cdc01 JH-DI1,GW,433642.6,1104414.0,43.6118333,-110.7372222,G,S,NAD83,NAD83,56,56,39,US,SWSESWS11 T42N  R116W 6,GROS VENTRE JUNCTION,24000,6409.59,L,0.1,NAVD88,17040101,,T,NNNNNNNNNNNNNNNNYNNNNNNNNNNNNN,20120717.0,20120723,,,MST,Y,C,YYY  Y,N100ALLUVL,111TRRC,U,70.0,70.0,S,DEF00
618,USGS-WY,USGS Wyoming Water Science Center,nwiswy.01.02000226,Quality Control Sample-Field Replicate,Water,Groundwater,2020-05-19,09:40:00,MDT,,,,60.0,feet,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-433641110441501,,,Not applicable,Not applicable,4047,USGS parameter code 82398,Submersible gear pump,Submersible gear pump,,Total dissolved solids,Dissolved,0.2,tons/ac ft,,Accepted,,Actual,,,,,,,p70303,,,,,,ALGOR,USGS,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,NWIS,2020-05-19 09:40:00,0.2 tons/ac ft,USGS,42-116-11cdc01 JH-DI1,GW,433642.6,1104414.0,43.6118333,-110.7372222,G,S,NAD83,NAD83,56,56,39,US,SWSESWS11 T42N  R116W 6,GROS VENTRE JUNCTION,24000,6409.59,L,0.1,NAVD88,17040101,,T,NNNNNNNNNNNNNNNNYNNNNNNNNNNNNN,20120717.0,20120723,,,MST,Y,C,YYY  Y,N100ALLUVL,111TRRC,U,70.0,70.0,S,DEF00
619,USGS-WY,USGS Wyoming Water Science Center,nwiswy.01.02000226,Quality Control Sample-Field Replicate,Water,Groundwater,2020-05-19,09:40:00,MDT,,,,60.0,feet,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-433641110441501,,,Not applicable,Not applicable,4047,USGS parameter code 82398,Submersible gear pump,Submersible gear pump,,Ammonia and ammonium,Dissolved,0.017,mg/l NH4,,Accepted,,Actual,,,,,,,p71846,,,,,,ALGOR,USGS,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,NWIS,2020-05-19 09:40:00,0.017 mg/l NH4,USGS,42-116-11cdc01 JH-DI1,GW,433642.6,1104414.0,43.6118333,-110.7372222,G,S,NAD83,NAD83,56,56,39,US,SWSESWS11 T42N  R116W 6,GROS VENTRE JUNCTION,24000,6409.59,L,0.1,NAVD88,17040101,,T,NNNNNNNNNNNNNNNNYNNNNNNNNNNNNN,20120717.0,20120723,,,MST,Y,C,YYY  Y,N100ALLUVL,111TRRC,U,70.0,70.0,S,DEF00
620,USGS-WY,USGS Wyoming Water Science Center,nwiswy.01.02000226,Quality Control Sample-Field Replicate,Water,Groundwater,2020-05-19,09:40:00,MDT,,,,60.0,feet,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-433641110441501,,,Not applicable,Not applicable,4047,USGS parameter code 82398,Submersible gear pump,Submersible gear pump,,Nitrate,Dissolved,1.42,mg/l asNO3,,Accepted,,Actual,,,,,,,p71851,,,,,,ALGOR,USGS,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,NWIS,2020-05-19 09:40:00,1.42 mg/l asNO3,USGS,42-116-11cdc01 JH-DI1,GW,433642.6,1104414.0,43.6118333,-110.7372222,G,S,NAD83,NAD83,56,56,39,US,SWSESWS11 T42N  R116W 6,GROS VENTRE JUNCTION,24000,6409.59,L,0.1,NAVD88,17040101,,T,NNNNNNNNNNNNNNNNYNNNNNNNNNNNNN,20120717.0,20120723,,,MST,Y,C,YYY  Y,N100ALLUVL,111TRRC,U,70.0,70.0,S,DEF00
621,USGS-WY,USGS Wyoming Water Science Center,nwiswy.01.02000226,Quality Control Sample-Field Replicate,Water,Groundwater,2020-05-19,09:40:00,MDT,,,,60.0,feet,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-433641110441501,,,Not applicable,Not applicable,4047,USGS parameter code 82398,Submersible gear pump,Submersible gear pump,Not Detected,Nitrite,Dissolved,,,,Accepted,,Actual,,,,,,,p71856,,,,,,ALGOR,USGS,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7",,,,Historical Lower Reporting Limit,0.003,mg/l asNO2,,NWIS,2020-05-19 09:40:00,No Value,USGS,42-116-11cdc01 JH-DI1,GW,433642.6,1104414.0,43.6118333,-110.7372222,G,S,NAD83,NAD83,56,56,39,US,SWSESWS11 T42N  R116W 6,GROS VENTRE JUNCTION,24000,6409.59,L,0.1,NAVD88,17040101,,T,NNNNNNNNNNNNNNNNYNNNNNNNNNNNNN,20120717.0,20120723,,,MST,Y,C,YYY  Y,N100ALLUVL,111TRRC,U,70.0,70.0,S,DEF00
571,USGS-WY,USGS Wyoming Water Science Center,nwiswy.01.02000226,Quality Control Sample-Field Replicate,Water,Groundwater,2020-05-19,09:40:00,MDT,,,,60.0,feet,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-433641110441501,,,Not applicable,Not applicable,4047,USGS parameter code 82398,Submersible gear pump,Submersible gear pump,,"Temperature, air, deg C",,18.0,deg C,,Accepted,,Actual,,,,,,,p00020,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,NWIS,2020-05-19 09:40:00,18.0 deg C,USGS,42-116-11cdc01 JH-DI1,GW,433642.6,1104414.0,43.6118333,-110.7372222,G,S,NAD83,NAD83,56,56,39,US,SWSESWS11 T42N  R116W 6,GROS VENTRE JUNCTION,24000,6409.59,L,0.1,NAVD88,17040101,,T,NNNNNNNNNNNNNNNNYNNNNNNNNNNNNN,20120717.0,20120723,,,MST,Y,C,YYY  Y,N100ALLUVL,111TRRC,U,70.0,70.0,S,DEF00
599,USGS-WY,USGS Wyoming Water Science Center,nwiswy.01.02000226,Quality Control Sample-Field Replicate,Water,Groundwater,2020-05-19,09:40:00,MDT,,,,60.0,feet,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-433641110441501,,,Not applicable,Not applicable,4047,USGS parameter code 82398,Submersible gear pump,Submersible gear pump,,Sulfate,Dissolved,6.69,mg/l,,Accepted,,Actual,,,,,,,p00945,,,,,,IC022,USGS,"Anions, wf, IC","Standard Methods (22d ed), 2012, p 4-5 - 4-7","USGS-National Water Quality Lab, Denver, CO",2020-06-03,,Detection limit by DQCALC,0.02,mg/l,,NWIS,2020-05-19 09:40:00,6.69 mg/l,USGS,42-116-11cdc01 JH-DI1,GW,433642.6,1104414.0,43.6118333,-110.7372222,G,S,NAD83,NAD83,56,56,39,US,SWSESWS11 T42N  R116W 6,GROS VENTRE JUNCTION,24000,6409.59,L,0.1,NAVD88,17040101,,T,NNNNNNNNNNNNNNNNYNNNNNNNNNNNNN,20120717.0,20120723,,,MST,Y,C,YYY  Y,N100ALLUVL,111TRRC,U,70.0,70.0,S,DEF00
612,USGS-WY,USGS Wyoming Water Science Center,nwiswy.01.02000226,Quality Control Sample-Field Replicate,Water,Groundwater,2020-05-19,09:40:00,MDT,,,,60.0,feet,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-433641110441501,,,Not applicable,Not applicable,4047,USGS parameter code 82398,Submersible gear pump,Submersible gear pump,,Oxidation reduction potential (ORP),,291.0,mV,,Accepted,,Actual,,,,,,,p63002,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,NWIS,2020-05-19 09:40:00,291.0 mV,USGS,42-116-11cdc01 JH-DI1,GW,433642.6,1104414.0,43.6118333,-110.7372222,G,S,NAD83,NAD83,56,56,39,US,SWSESWS11 T42N  R116W 6,GROS VENTRE JUNCTION,24000,6409.59,L,0.1,NAVD88,17040101,,T,NNNNNNNNNNNNNNNNYNNNNNNNNNNNNN,20120717.0,20120723,,,MST,Y,C,YYY  Y,N100ALLUVL,111TRRC,U,70.0,70.0,S,DEF00
598,USGS-WY,USGS Wyoming Water Science Center,nwiswy.01.02000226,Quality Control Sample-Field Replicate,Water,Groundwater,2020-05-19,09:40:00,MDT,,,,60.0,feet,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-433641110441501,,,Not applicable,Not applicable,4047,USGS parameter code 82398,Submersible gear pump,Submersible gear pump,,Chloride,Dissolved,3.07,mg/l,,Accepted,,Actual,,,,,,,p00940,,,,,,IC022,USGS,"Anions, wf, IC","Standard Methods (22d ed), 2012, p 4-5 - 4-7","USGS-National Water Quality Lab, Denver, CO",2020-06-03,,Detection limit by DQCALC,0.02,mg/l,,NWIS,2020-05-19 09:40:00,3.07 mg/l,USGS,42-116-11cdc01 JH-DI1,GW,433642.6,1104414.0,43.6118333,-110.7372222,G,S,NAD83,NAD83,56,56,39,US,SWSESWS11 T42N  R116W 6,GROS VENTRE JUNCTION,24000,6409.59,L,0.1,NAVD88,17040101,,T,NNNNNNNNNNNNNNNNYNNNNNNNNNNNNN,20120717.0,20120723,,,MST,Y,C,YYY  Y,N100ALLUVL,111TRRC,U,70.0,70.0,S,DEF00
573,USGS-WY,USGS Wyoming Water Science Center,nwiswy.01.02000226,Quality Control Sample-Field Replicate,Water,Groundwater,2020-05-19,09:40:00,MDT,,,,60.0,feet,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-433641110441501,,,Not applicable,Not applicable,4047,USGS parameter code 82398,Submersible gear pump,Submersible gear pump,,"Flow rate, instantaneous",,0.3,gal/min,,Accepted,,Actual,,,,,,,p00059,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,NWIS,2020-05-19 09:40:00,0.3 gal/min,USGS,42-116-11cdc01 JH-DI1,GW,433642.6,1104414.0,43.6118333,-110.7372222,G,S,NAD83,NAD83,56,56,39,US,SWSESWS11 T42N  R116W 6,GROS VENTRE JUNCTION,24000,6409.59,L,0.1,NAVD88,17040101,,T,NNNNNNNNNNNNNNNNYNNNNNNNNNNNNN,20120717.0,20120723,,,MST,Y,C,YYY  Y,N100ALLUVL,111TRRC,U,70.0,70.0,S,DEF00
596,USGS-WY,USGS Wyoming Water Science Center,nwiswy.01.02000226,Quality Control Sample-Field Replicate,Water,Groundwater,2020-05-19,09:40:00,MDT,,,,60.0,feet,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-433641110441501,,,Not applicable,Not applicable,4047,USGS parameter code 82398,Submersible gear pump,Submersible gear pump,,"Sodium, percent total cations",,10.0,%,,Accepted,,Actual,,,,,,,p00932,,,,,,ALGOR,USGS,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,NWIS,2020-05-19 09:40:00,10.0 %,USGS,42-116-11cdc01 JH-DI1,GW,433642.6,1104414.0,43.6118333,-110.7372222,G,S,NAD83,NAD83,56,56,39,US,SWSESWS11 T42N  R116W 6,GROS VENTRE JUNCTION,24000,6409.59,L,0.1,NAVD88,17040101,,T,NNNNNNNNNNNNNNNNYNNNNNNNNNNNNN,20120717.0,20120723,,,MST,Y,C,YYY  Y,N100ALLUVL,111TRRC,U,70.0,70.0,S,DEF00
572,USGS-WY,USGS Wyoming Water Science Center,nwiswy.01.02000226,Quality Control Sample-Field Replicate,Water,Groundwater,2020-05-19,09:40:00,MDT,,,,60.0,feet,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-433641110441501,,,Not applicable,Not applicable,4047,USGS parameter code 82398,Submersible gear pump,Submersible gear pump,,Barometric pressure,,598.0,mm/Hg,,Accepted,,Actual,,,,,,,p00025,,,,,,BAROM,USGS,"Atmospheric pressure, barometer",USGS National Field Manual,U.S. Geological Survey-Water Resources Discipline,,,,,,,NWIS,2020-05-19 09:40:00,598.0 mm/Hg,USGS,42-116-11cdc01 JH-DI1,GW,433642.6,1104414.0,43.6118333,-110.7372222,G,S,NAD83,NAD83,56,56,39,US,SWSESWS11 T42N  R116W 6,GROS VENTRE JUNCTION,24000,6409.59,L,0.1,NAVD88,17040101,,T,NNNNNNNNNNNNNNNNYNNNNNNNNNNNNN,20120717.0,20120723,,,MST,Y,C,YYY  Y,N100ALLUVL,111TRRC,U,70.0,70.0,S,DEF00
623,USGS-WY,USGS Wyoming Water Science Center,nwiswy.01.02000226,Quality Control Sample-Field Replicate,Water,Groundwater,2020-05-19,09:40:00,MDT,,,,60.0,feet,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-433641110441501,,,Not applicable,Not applicable,4047,USGS parameter code 82398,Submersible gear pump,Submersible gear pump,,Depth to water level below land surface,,59.01,ft,,Accepted,,Actual,,,,,,,p72019,,,,,,WLETP,USGS,"GW level, electric tape",USGS GWPD 4--Water-level meas. using an elec. tape,U.S. Geological Survey-Water Resources Discipline,,,,,,,NWIS,2020-05-19 09:40:00,59.01 ft,USGS,42-116-11cdc01 JH-DI1,GW,433642.6,1104414.0,43.6118333,-110.7372222,G,S,NAD83,NAD83,56,56,39,US,SWSESWS11 T42N  R116W 6,GROS VENTRE JUNCTION,24000,6409.59,L,0.1,NAVD88,17040101,,T,NNNNNNNNNNNNNNNNYNNNNNNNNNNNNN,20120717.0,20120723,,,MST,Y,C,YYY  Y,N100ALLUVL,111TRRC,U,70.0,70.0,S,DEF00
574,USGS-WY,USGS Wyoming Water Science Center,nwiswy.01.02000226,Quality Control Sample-Field Replicate,Water,Groundwater,2020-05-19,09:40:00,MDT,,,,60.0,feet,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-433641110441501,,,Not applicable,Not applicable,4047,USGS parameter code 82398,Submersible gear pump,Submersible gear pump,,Specific conductance,Total,240.0,uS/cm @25C,,Accepted,,Actual,,,25 deg C,,,,p00095,,,,,,SC001,USGS,Specific conductance sensor,"USGS National Field Manual, Chapter A6.3",U.S. Geological Survey-Water Resources Discipline,,,,,,,NWIS,2020-05-19 09:40:00,240.0 uS/cm @25C,USGS,42-116-11cdc01 JH-DI1,GW,433642.6,1104414.0,43.6118333,-110.7372222,G,S,NAD83,NAD83,56,56,39,US,SWSESWS11 T42N  R116W 6,GROS VENTRE JUNCTION,24000,6409.59,L,0.1,NAVD88,17040101,,T,NNNNNNNNNNNNNNNNYNNNNNNNNNNNNN,20120717.0,20120723,,,MST,Y,C,YYY  Y,N100ALLUVL,111TRRC,U,70.0,70.0,S,DEF00
575,USGS-WY,USGS Wyoming Water Science Center,nwiswy.01.02000226,Quality Control Sample-Field Replicate,Water,Groundwater,2020-05-19,09:40:00,MDT,,,,60.0,feet,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-433641110441501,,,Not applicable,Not applicable,4047,USGS parameter code 82398,Submersible gear pump,Submersible gear pump,,"Acidity, (H+)",Total,2e-05,mg/l,,Accepted,,Actual,,,,,,,p00191,,,,,,ALGOR,USGS,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,NWIS,2020-05-19 09:40:00,2e-05 mg/l,USGS,42-116-11cdc01 JH-DI1,GW,433642.6,1104414.0,43.6118333,-110.7372222,G,S,NAD83,NAD83,56,56,39,US,SWSESWS11 T42N  R116W 6,GROS VENTRE JUNCTION,24000,6409.59,L,0.1,NAVD88,17040101,,T,NNNNNNNNNNNNNNNNYNNNNNNNNNNNNN,20120717.0,20120723,,,MST,Y,C,YYY  Y,N100ALLUVL,111TRRC,U,70.0,70.0,S,DEF00
576,USGS-WY,USGS Wyoming Water Science Center,nwiswy.01.02000226,Quality Control Sample-Field Replicate,Water,Groundwater,2020-05-19,09:40:00,MDT,,,,60.0,feet,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-433641110441501,,,Not applicable,Not applicable,4047,USGS parameter code 82398,Submersible gear pump,Submersible gear pump,,Oxygen,Dissolved,6.5,mg/l,,Accepted,,Actual,,,,,,,p00300,,,,,,LUMIN,USGS,"Diss oxygen, luminescence sensor",ASTM,U.S. Geological Survey-Water Resources Discipline,,,,,,,NWIS,2020-05-19 09:40:00,6.5 mg/l,USGS,42-116-11cdc01 JH-DI1,GW,433642.6,1104414.0,43.6118333,-110.7372222,G,S,NAD83,NAD83,56,56,39,US,SWSESWS11 T42N  R116W 6,GROS VENTRE JUNCTION,24000,6409.59,L,0.1,NAVD88,17040101,,T,NNNNNNNNNNNNNNNNYNNNNNNNNNNNNN,20120717.0,20120723,,,MST,Y,C,YYY  Y,N100ALLUVL,111TRRC,U,70.0,70.0,S,DEF00
577,USGS-WY,USGS Wyoming Water Science Center,nwiswy.01.02000226,Quality Control Sample-Field Replicate,Water,Groundwater,2020-05-19,09:40:00,MDT,,,,60.0,feet,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-433641110441501,,,Not applicable,Not applicable,4047,USGS parameter code 82398,Submersible gear pump,Submersible gear pump,,Oxygen,Dissolved,72.0,% saturatn,,Accepted,,Actual,,,,,,,p00301,,,,,,ALGOR,USGS,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,NWIS,2020-05-19 09:40:00,72.0 % saturatn,USGS,42-116-11cdc01 JH-DI1,GW,433642.6,1104414.0,43.6118333,-110.7372222,G,S,NAD83,NAD83,56,56,39,US,SWSESWS11 T42N  R116W 6,GROS VENTRE JUNCTION,24000,6409.59,L,0.1,NAVD88,17040101,,T,NNNNNNNNNNNNNNNNYNNNNNNNNNNNNN,20120717.0,20120723,,,MST,Y,C,YYY  Y,N100ALLUVL,111TRRC,U,70.0,70.0,S,DEF00
578,USGS-WY,USGS Wyoming Water Science Center,nwiswy.01.02000226,Quality Control Sample-Field Replicate,Water,Groundwater,2020-05-19,09:40:00,MDT,,,,60.0,feet,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-433641110441501,,,Not applicable,Not applicable,4047,USGS parameter code 82398,Submersible gear pump,Submersible gear pump,,pH,Total,7.8,std units,,Accepted,,Actual,,,,,,,p00400,,,,,,PROBE,USGS,"pH, field, electrometric","USGS National Field Manual, Chapter A6.4",U.S. Geological Survey-Water Resources Discipline,,,,,,,NWIS,2020-05-19 09:40:00,7.8 std units,USGS,42-116-11cdc01 JH-DI1,GW,433642.6,1104414.0,43.6118333,-110.7372222,G,S,NAD83,NAD83,56,56,39,US,SWSESWS11 T42N  R116W 6,GROS VENTRE JUNCTION,24000,6409.59,L,0.1,NAVD88,17040101,,T,NNNNNNNNNNNNNNNNYNNNNNNNNNNNNN,20120717.0,20120723,,,MST,Y,C,YYY  Y,N100ALLUVL,111TRRC,U,70.0,70.0,S,DEF00
